firstName,surname,id,team,season,jumperNumber,position,providerId,dateOfBirth,draftYear,heightInCm,weightInKg,recruitedFrom,debutYear,draftType,draftPosition,data_accessed
Rhys,Stanley,668,Geelong Cats,2022,1,RUCK,CD_I280317,1990-12-01,2008,200,102,Berri (SA)/West Adelaide (SANFL)/St Kilda,2010,nationalDraft,47,2022-10-24
Mitch,Duncan,326,Geelong Cats,2022,22,MEDIUM_DEFENDER,CD_I281065,1991-06-10,2009,188,85,Carine (WA)/East Perth (WAFL),2010,nationalDraft,28,2022-10-24
Cameron,Guthrie,452,Geelong Cats,2022,29,MIDFIELDER,CD_I290550,1992-08-19,2010,187,88,Sunbury (Vic)/Calder U18,2011,nationalDraft,23,2022-10-24
Jonathon,Ceglar,432,Geelong Cats,2022,15,RUCK,CD_I291327,1991-02-14,2010,204,99,Wodonga Raiders (Vic)/Murray U18/Collingwood List/Hawthorn,2013,other,NA,2022-10-24
Gary,Rohan,636,Geelong Cats,2022,23,MEDIUM_FORWARD,CD_I291357,1991-06-07,2009,189,93,Cobden (Vic)/Geelong U18/Sydney,2010,nationalDraft,6,2022-10-24
Luke,Dahlhaus,764,Geelong Cats,2022,40,MEDIUM_FORWARD,CD_I291526,1992-08-21,2011,179,82,Leopold (Vic)/Geelong U18/Western Bulldogs,2011,rookieElevation,70,2022-10-24
Tom,Stewart,1322,Geelong Cats,2022,44,MEDIUM_DEFENDER,CD_I291800,1993-03-15,2016,190,88,South Barwon (Vic)/Geelong U18/Geelong (VFL),2017,nationalDraft,40,2022-10-24
Zach,Tuohy,73,Geelong Cats,2022,2,MEDIUM_DEFENDER,CD_I292511,1989-12-10,2012,187,91,County Laois (Ireland)/Carlton,2011,rookieElevation,102,2022-10-24
Jeremy,Cameron,223,Geelong Cats,2022,5,KEY_FORWARD,CD_I293845,1993-04-01,2011,196,94,Dartmoor (Vic)/North Ballarat U18/GWS,2012,other,NA,2022-10-24
Jed,Bews,464,Geelong Cats,2022,24,MEDIUM_DEFENDER,CD_I293883,1993-12-14,2011,186,92,Leopold (Vic)/Geelong U18,2014,fatherSon,86,2022-10-24
Sam,Menegola,174,Geelong Cats,2022,27,MIDFIELDER,CD_I294199,1992-03-07,2015,189,89,Attadale (WA)/E Frem (WAFL)/Haw Rks/Frem Rks/Subiaco (WAFL),2016,nationalDraft,66,2022-10-24
Isaac,Smith,256,Geelong Cats,2022,7,MIDFIELDER_FORWARD,CD_I294877,1988-12-30,2010,188,83,Wagga Tigers (NSW)/NSW-ACT U18/Redan (Vic)/N Ballarat (VFL)/Haw,2011,nationalDraft,19,2022-10-24
Jake,Kolodjashnij,373,Geelong Cats,2022,8,KEY_DEFENDER,CD_I296291,1995-08-09,2013,193,96,Prospect (Tas)/Launceston (Tas),2015,nationalDraft,41,2022-10-24
Mark,Blicavs,296,Geelong Cats,2022,46,RUCK,CD_I296733,1991-03-28,2014,198,101,Sunbury (Vic),2013,rookieElevation,NA,2022-10-24
Brandan,Parfitt,1309,Geelong Cats,2022,3,MIDFIELDER,CD_I298419,1998-04-27,2016,180,83,Nightcliff (NT)/NT Thunder (NEAFL)/North Adelaide (SANFL),2017,nationalDraft,26,2022-10-24
Tom,Atkins,1846,Geelong Cats,2022,30,MEDIUM_DEFENDER,CD_I994386,1995-09-18,2018,180,82,St Joseph&apos;s Geel (Vic)/Geel College/Geel U18/Geelong (VFL),2019,rookieElevation,11,2022-10-24
Tyson,Stengle,1376,Geelong Cats,2022,18,MEDIUM_FORWARD,CD_I997230,1998-10-19,2018,175,73,Portland (SA)/W-WT (SANFL)/Richmond/Adelaide/W-WT (SANFL),2017,other,NA,2022-10-24
Brad,Close,3720,Geelong Cats,2022,45,MEDIUM_FORWARD,CD_I999326,1998-07-30,2019,181,71,North Gambier (SA)/Glenelg (SANFL),2020,rookieElevation,14,2022-10-24
Quinton,Narkle,1393,Geelong Cats,2022,19,MIDFIELDER,CD_I999824,1997-12-03,2016,182,88,Maddington (WA)/Wesley College (WA)/Perth (WAFL),2018,nationalDraft,60,2022-10-24
Jack,Higgins,1573,St Kilda,2022,22,MEDIUM_FORWARD,CD_I1002227,1999-03-19,2017,178,80,East Malvern (Vic)/Oakleigh U18/Richmond,2018,nationalDraft,17,2022-10-24
Hunter,Clark,1716,St Kilda,2022,11,MEDIUM_DEFENDER,CD_I1002264,1999-03-26,2017,186,80,Mornington (Vic)/Padua College (Vic)/Dandenong U18,2018,nationalDraft,7,2022-10-24
Jack,Bytel,1941,St Kilda,2022,23,MIDFIELDER,CD_I1002922,2000-03-14,2018,189,82,Aberfeldie (Vic)/Calder U18,2020,nationalDraft,41,2022-10-24
Darragh,Joyce,1368,St Kilda,2022,39,KEY_DEFENDER,CD_I1003520,1997-04-23,2016,194,95,County Kilkenny (Ireland),2018,other,NA,2022-10-24
Ben,Paton,1765,St Kilda,2022,33,MEDIUM_DEFENDER,CD_I1004985,1998-10-19,2017,186,81,Mitta United (Vic)/North Albury (NSW)/Murray U18,2018,nationalDraft,46,2022-10-24
Nick,Coffield,1707,St Kilda,2022,1,MEDIUM_DEFENDER,CD_I1005717,1999-10-23,2017,191,88,Eltham (Vic)/Northern U18,2018,nationalDraft,8,2022-10-24
Max,King,1950,St Kilda,2022,12,KEY_FORWARD,CD_I1006143,2000-07-07,2018,202,94,East Sandr (Vic)/Old Haileybury (Vic)/H&apos;bury Coll (Vic)/Sandr U18,2020,nationalDraft,4,2022-10-24
Leo,Connolly,2267,St Kilda,2022,37,MEDIUM_DEFENDER,CD_I1009228,2001-08-07,2019,181,77,Moe (Vic)/Lowanna College (Vic)/Gippsland U18,2021,nationalDraft,64,2022-10-24
Ryan,Byrnes,2986,St Kilda,2022,13,MIDFIELDER_FORWARD,CD_I1011994,2001-05-03,2019,181,82,Beaumaris (Vic)/St Bede&apos;s College (Vic)/Sandringham U18,2020,nationalDraft,52,2022-10-24
Nasiah,Wanganeen-Milera,5694,St Kilda,2022,7,MIDFIELDER,CD_I1015507,2003-02-22,2021,187,79,Marion (SA)/Glenelg (SANFL),2022,nationalDraft,11,2022-10-24
Oscar,Adams,5695,St Kilda,2022,27,RUCK,CD_I1015515,2003-07-23,2021,197,83,South Gambier (SA)/Glenelg (SANFL),NA,nationalDraft,51,2022-10-24
Matthew,Allison,2334,St Kilda,2022,30,KEY_FORWARD,CD_I1015714,2002-01-29,2020,195,87,Strathmore (Vic)/St Bernard&apos;s College (Vic)/Calder U18,NA,nationalDraft,26,2022-10-24
Max,Heath,3033,St Kilda,2022,42,RUCK,CD_I1015886,2002-10-24,2021,204,93,Beaumaris (Vic)/Xavier College (Vic)/Sandringham U18,NA,other,7,2022-10-24
Josiah,Kyle,5061,St Kilda,2022,46,MEDIUM_FORWARD,CD_I1017388,2003-07-31,2021,185,72,Carrum Downs (Vic)/SEDA College (Vic)/Dandenong U18,NA,other,NA,2022-10-24
Jack,Peris,5241,St Kilda,2022,45,MIDFIELDER,CD_I1017932,2003-12-17,2021,178,69,Nightcliff (NT)/Prahran (Vic)/Melbourne Grammar (Vic)/Sandr U18,NA,other,NA,2022-10-24
Cooper,Sharman,3028,St Kilda,2022,43,KEY_FORWARD,CD_I1018018,2000-07-25,2021,193,86,Leeton-Whitton (NSW)/Balwyn (Vic)/Oak U18/W-W Torrens (SANFL),2021,other,21,2022-10-24
Marcus,Windhager,5282,St Kilda,2022,17,MIDFIELDER_FORWARD,CD_I1023270,2003-05-16,2021,185,86,Beaumaris (Vic)/Haileybury College (Vic)/Sandringham U18,2022,nationalDraft,47,2022-10-24
Mitch,Owens,5305,St Kilda,2022,24,MIDFIELDER_FORWARD,CD_I1023272,2003-09-24,2021,191,85,Beaumaris (Vic)/Mentone Grammar (Vic)/Sandringham U18,2022,nationalDraft,33,2022-10-24
Paddy,Ryder,209,St Kilda,2022,18,RUCK,CD_I250267,1988-03-14,2005,197,96,"Rovers, Geraldton (WA)/East Fremantle (WAFL)/Ess/PA",2006,nationalDraft,7,2022-10-24
Jarryn,Geary,802,St Kilda,2022,14,MEDIUM_DEFENDER,CD_I260113,1988-06-23,2007,183,79,Eaglehawk (Vic)/Bendigo U18,2008,rookieElevation,NA,2022-10-24
Dan,Hannebery,446,St Kilda,2022,10,MIDFIELDER,CD_I290117,1991-02-24,2008,181,79,Kew Rovers (Vic)/Xavier College (Vic)/Oakleigh U18/Sydney,2009,nationalDraft,30,2022-10-24
Tom,Campbell,693,St Kilda,2022,38,RUCK,CD_I290246,1991-11-02,2012,201,105,Wesley Coll (Vic)/Sandr U18/Old Scotch (Vic)/Bendigo (VFL)/WB/NM,2012,rookieElevation,98,2022-10-24
Jimmy,Webster,628,St Kilda,2022,29,MEDIUM_DEFENDER,CD_I290757,1993-06-28,2011,188,80,Brighton (Tas)/Glenorchy (Tas),2013,nationalDraft,42,2022-10-24
Sebastian,Ross,794,St Kilda,2022,6,MIDFIELDER,CD_I293846,1993-05-07,2011,187,85,Horsham Demons (Vic)/North Ballarat U18,2012,nationalDraft,25,2022-10-24
Jarrod,Lienert,1346,St Kilda,2022,31,KEY_DEFENDER,CD_I293987,1994-08-05,2021,195,89,Murray Bridge Imperials (SA)/Sturt (SANFL)/Port Adelaide,2018,preseason,NA,2022-10-24
Brad,Crouch,57,St Kilda,2022,5,MIDFIELDER,CD_I294307,1994-01-14,2012,186,86,Beaufort (Vic)/North Ballarat U18/Adelaide,2013,other,2,2022-10-24
Dean,Kent,365,St Kilda,2022,25,MEDIUM_FORWARD,CD_I294570,1994-02-24,2012,181,83,Federals (WA)/Perth (WAFL)/Melbourne,2013,nationalDraft,48,2022-10-24
Tim,Membrey,836,St Kilda,2022,28,KEY_FORWARD,CD_I294596,1994-05-26,2012,188,90,Traralgon (Vic)/Gippsland U18/Sydney,2014,nationalDraft,46,2022-10-24
Mason,Wood,547,St Kilda,2022,32,MIDFIELDER,CD_I295340,1993-09-13,2012,192,85,Geelong Amateur (Vic)/Geelong College (Vic)/Geelong U18/NM,2014,nationalDraft,41,2022-10-24
Bradley,Hill,482,St Kilda,2022,8,MEDIUM_DEFENDER,CD_I295584,1993-07-09,2011,182,81,Quinns District (WA)/West Perth (WAFL)/Hawthorn/Fremantle,2012,nationalDraft,33,2022-10-24
Jack,Steele,868,St Kilda,2022,9,MIDFIELDER,CD_I296205,1995-12-13,2014,187,88,Belconnen (NEAFL)/NSW-ACT U18/GWS,2015,nationalDraft,24,2022-10-24
Jack,Billings,722,St Kilda,2022,15,MIDFIELDER,CD_I296351,1995-08-18,2013,185,80,Kew Comets (Vic)/Scotch College (Vic)/Oakleigh U18,2014,nationalDraft,3,2022-10-24
Callum,Wilkie,1855,St Kilda,2022,44,MEDIUM_DEFENDER,CD_I296422,1996-03-10,2018,191,87,Walkerville (SA) /North Adelaide (SANFL),2019,rookieElevation,3,2022-10-24
Daniel,McKenzie,996,St Kilda,2022,36,MIDFIELDER,CD_I298265,1996-05-17,2014,184,81,Blackburn (Vic)/Caulfield Grammar (Vic)/Oakleigh U18,2015,nationalDraft,22,2022-10-24
Jade,Gresham,1127,St Kilda,2022,4,MIDFIELDER_FORWARD,CD_I298421,1997-08-24,2015,177,81,South Morang (Vic)/Parade College (Vic)/Northern U18,2016,nationalDraft,18,2022-10-24
Jack,Hayes,6181,St Kilda,2022,47,KEY_FORWARD,CD_I990840,1996-03-06,2021,194,92,Brinkworth Spalding Redhill (SA)/Woodville-West Torrens (SANFL),2022,preseason,NA,2022-10-24
Zak,Jones,765,St Kilda,2022,3,MIDFIELDER,CD_I991988,1995-03-15,2013,182,79,Mt Eliza (Vic)/Dandenong U18/Sydney,2014,nationalDraft,15,2022-10-24
Dan,Butler,1036,St Kilda,2022,16,MEDIUM_FORWARD,CD_I992374,1996-06-03,2014,182,81,Lake Wendouree (Vic)/North Ballarat U18/Richmond,2017,nationalDraft,67,2022-10-24
Rowan,Marshall,1410,St Kilda,2022,19,RUCK,CD_I992468,1995-11-24,2016,201,105,Heathmere (Vic)/North Ballarat U18/North Ballarat (VFL),2017,rookieElevation,10,2022-10-24
Dougal,Howard,998,St Kilda,2022,20,KEY_DEFENDER,CD_I993480,1996-03-25,2014,199,94,Wagga Tigers (NSW)/Murray U18/Port Adelaide,2016,nationalDraft,56,2022-10-24
Ben,Long,1408,St Kilda,2022,21,MEDIUM_FORWARD,CD_I993917,1997-08-21,2016,183,81,St Mary&apos;s (NT)/NT Thunder (NEAFL)/Melb Gram (Vic)/Nthrn U18/Foots (VFL),2017,nationalDraft,25,2022-10-24
Jack,Sinclair,1072,St Kilda,2022,35,MEDIUM_DEFENDER,CD_I994389,1995-02-12,2015,181,82,Kew Comets (Vic)/Old Scotch (Vic)/Oakleigh U18,2015,rookieElevation,NA,2022-10-24
Josh,Battle,1412,St Kilda,2022,26,KEY_DEFENDER,CD_I998134,1998-09-01,2016,193,92,Doveton (Vic)/Haileybury College (Vic)/Dandenong U18,2017,nationalDraft,39,2022-10-24
Tom,Highmore,4073,St Kilda,2022,34,KEY_DEFENDER,CD_I998195,1998-02-24,2020,193,86,Canberra (ACT)/Marist College (ACT)/South Adelaide (SANFL),2021,nationalDraft,45,2022-10-24
Jordan,Ridley,1288,Essendon,2022,14,KEY_DEFENDER,CD_I1001026,1998-10-20,2016,195,93,East Burwood (Vic)/Oakleigh U18,2018,nationalDraft,22,2022-10-24
Brandon,Zerk-Thatcher,1469,Essendon,2022,30,KEY_DEFENDER,CD_I1004034,1998-08-25,2017,195,89,Imperial Murray Bridge (SA)/Sturt (SANFL),2019,nationalDraft,66,2022-10-24
Massimo,D'Ambrosio,4349,Essendon,2022,42,MEDIUM_DEFENDER,CD_I1005144,2003-06-05,NA,178,80,NA,NA,NA,NA,2022-10-24
Sam,Draper,1296,Essendon,2022,2,RUCK,CD_I1005577,1998-09-28,2016,205,105,Reynella (SA)/South Adelaide (SANFL),2020,rookieElevation,1,2022-10-24
Jye,Caldwell,1834,Essendon,2022,6,MIDFIELDER,CD_I1006103,2000-09-28,2018,183,83,Golden Square (Vic)/Geelong Grammar (Vic)/Bendigo U18/GWS,2019,nationalDraft,11,2022-10-24
Brayden,Ham,1828,Essendon,2022,33,MIDFIELDER_FORWARD,CD_I1008190,1999-04-25,2018,182,79,St Mary&apos;s Geelong (Vic)/Geelong U18,2019,nationalDraft,72,2022-10-24
Kaine,Baldwin,4312,Essendon,2022,26,KEY_FORWARD,CD_I1008975,2002-05-30,2020,193,95,Henley (SA)/Westminster School (SA)/Glenelg (SANFL),2022,preseason,NA,2022-10-24
Harrison,Jones,2242,Essendon,2022,23,KEY_FORWARD,CD_I1011755,2001-02-25,2019,196,88,Gisborne (Vic)/PEGS (Vic)/Calder U18,2021,nationalDraft,30,2022-10-24
Nick,Bryan,2692,Essendon,2022,24,RUCK,CD_I1011954,2001-10-22,2019,203,101,Glen Iris (Vic)/St Kevin&apos;s College (Vic)/Oakleigh U18,2021,nationalDraft,38,2022-10-24
Nic,Martin,6178,Essendon,2022,37,MEDIUM_FORWARD,CD_I1012013,2001-04-03,2021,192,82,Noranda (WA)/Subiaco (WAFL),2022,preseason,NA,2022-10-24
Tex,Wanganeen,5205,Essendon,2022,40,MEDIUM_FORWARD,CD_I1012521,2003-10-10,2021,179,78,Sturt U16 (SANFL)/Prince Alfred College (SA)Xavier College (Vic),2022,preseason,NA,2022-10-24
Zach,Reid,2612,Essendon,2022,31,KEY_DEFENDER,CD_I1012817,2002-03-02,2020,202,90,Leongatha (Vic)/(Gippsland U18,2021,nationalDraft,10,2022-10-24
Cody,Brand,2360,Essendon,2022,38,KEY_DEFENDER,CD_I1012837,2002-05-23,2020,195,92,Sunbury (Vic)/PEGS (Vic)/Calder U18,NA,nationalDraft,53,2022-10-24
Jye,Menzie,3367,Essendon,2022,47,MEDIUM_FORWARD,CD_I1013201,2002-10-28,2022,180,81,North Hobart (Tas)/South Adelaide (SANFL),2022,other,15,2022-10-24
Alastair,Lord,5678,Essendon,2022,28,MEDIUM_DEFENDER,CD_I1015369,2003-11-26,2021,181,75,Athelstone (SA)/Rostrevor College (SA)/Norwood (SANFL),2022,nationalDraft,46,2022-10-24
Josh,Eyre,2546,Essendon,2022,32,KEY_DEFENDER,CD_I1015712,2002-10-24,2020,198,93,Kilmore (Vic)/Assumption College(Vic)/Calder U18,NA,nationalDraft,39,2022-10-24
Sam,Durham,3075,Essendon,2022,22,MIDFIELDER,CD_I1015810,2001-07-09,2021,185,84,Seymour (Vic)/Murray U18/Richmond (VFL),2021,other,9,2022-10-24
Nik,Cox,2843,Essendon,2022,13,MIDFIELDER,CD_I1015827,2002-01-15,2020,200,94,Montmorency (Vic)/Ivanhoe Grammar (Vic)/Northern U18,2021,nationalDraft,8,2022-10-24
Archie,Perkins,3299,Essendon,2022,16,MIDFIELDER_FORWARD,CD_I1015873,2002-03-26,2020,188,80,Old Brighton (Vic)/Brighton Grammar (Vic)/Sandringham U18,2021,nationalDraft,9,2022-10-24
Ben,Hobbs,2829,Essendon,2022,8,MEDIUM_FORWARD,CD_I1017088,2003-09-16,2021,183,79,Horsham Demons (Vic)/Ballarat Clarendon College (Vic)/GWV U18,2022,nationalDraft,13,2022-10-24
Patrick,Voss,5232,Essendon,2022,39,KEY_FORWARD,CD_I1017754,2003-06-29,2021,194,93,Turvey Park (NSW)/Wesley College (Vic)/Oakleigh U18,NA,rookieElevation,11,2022-10-24
Cian,McBride,3744,Essendon,2022,41,RUCK,CD_I1018969,2001-04-19,2019,197,90,County Meath (Ireland),NA,other,NA,2022-10-24
Tom,Hird,4008,Essendon,2022,49,MIDFIELDER_FORWARD,CD_I1020224,2001-03-28,2019,182,76,Prahran (Vic)/Melbourne Grammar (Vic),NA,other,NA,2022-10-24
Michael,Hurley,160,Essendon,2022,18,KEY_FORWARD,CD_I270935,1990-06-01,2008,193,94,Macleod (Vic)/Northern U18,2009,nationalDraft,5,2022-10-24
Dyson,Heppell,159,Essendon,2022,21,MEDIUM_DEFENDER,CD_I290629,1992-05-14,2010,189,87,Leongatha (Vic)/Gippsland U18,2011,nationalDraft,8,2022-10-24
Devon,Smith,508,Essendon,2022,5,MEDIUM_FORWARD,CD_I291771,1993-05-20,2011,176,78,Lara (Vic)/Geelong U18/GWS,2012,nationalDraft,14,2022-10-24
Dylan,Shiel,297,Essendon,2022,9,MIDFIELDER,CD_I291783,1993-03-09,2011,182,84,Edithvale-Aspendale (Vic)/Caulfield Gram (Vic)/Dande U18/GWS,2012,other,NA,2022-10-24
Jake,Stringer,792,Essendon,2022,25,KEY_FORWARD,CD_I293884,1994-04-25,2012,192,90,Eaglehawk (Vic)/Bendigo U18/Western Bulldogs,2013,nationalDraft,5,2022-10-24
Andrew,Phillips,313,Essendon,2022,34,RUCK,CD_I294068,1991-07-03,2012,201,101,Lauderdale (Tas)/Tasmania U18/GWS/Carlton,2012,rookieElevation,97,2022-10-24
Anthony,McDonald-Tipungwuti,910,Essendon,2022,43,MEDIUM_FORWARD,CD_I294092,1993-04-22,2016,171,78,Tiwi Bombers (NT)/Gippsland U18/Essendon (VFL),2016,rookieElevation,NA,2022-10-24
James,Stewart,234,Essendon,2022,17,KEY_DEFENDER,CD_I294654,1994-03-04,2012,199,99,Glen Iris (Vic)/Scotch College (Vic)/Sandr U18/GWS,2013,nationalDraft,27,2022-10-24
Tom,Cutler,149,Essendon,2022,12,MIDFIELDER,CD_I297406,1995-02-20,2013,192,89,Greythorn (Vic)/Oakleigh U18/Brisbane,2014,nationalDraft,33,2022-10-24
Nick,Hind,1868,Essendon,2022,19,MEDIUM_DEFENDER,CD_I297452,1994-08-19,2018,180,76,Clunes (Vic)/N Ball U18/East Point (Vic)/Keilor (Vic)/Ess (VFL)/St K,2019,nationalDraft,54,2022-10-24
Jake,Kelly,206,Essendon,2022,29,MEDIUM_DEFENDER,CD_I297473,1995-01-21,2015,190,91,Mansfield (Vic)/Scotch College (Vic)/Oakleigh U18/Adelaide,2015,rookieElevation,NA,2022-10-24
Jayden,Laverde,870,Essendon,2022,15,KEY_DEFENDER,CD_I298280,1996-04-12,2014,193,91,Keilor (Vic)/PEGS (Vic)/Western U18,2015,nationalDraft,20,2022-10-24
Peter,Wright,903,Essendon,2022,20,KEY_FORWARD,CD_I298289,1996-09-08,2014,203,102,Moonee Valley (Vic)/Calder U18/Gold Coast,2015,nationalDraft,8,2022-10-24
Alec,Waterman,957,Essendon,2022,45,MEDIUM_FORWARD,CD_I298445,1996-08-19,2014,182,89,Marist (WA)/Clare (WAFL)/E Perth (WAFL)/WCE List/Clare (WAFL),2021,fatherSon,76,2022-10-24
Kyle,Langford,945,Essendon,2022,4,MIDFIELDER_FORWARD,CD_I298630,1996-12-01,2014,192,88,Macleod (Vic)/Ivanhoe Grammar (Vic)/Northern U18,2015,nationalDraft,17,2022-10-24
Will,Snelling,963,Essendon,2022,11,MEDIUM_FORWARD,CD_I990606,1997-08-06,2019,175,79,Goodwood (SA)/West Adel (SA)/Port Adel/West Adel (SANFL),2016,other,7,2022-10-24
Aaron,Francis,934,Essendon,2022,10,KEY_FORWARD,CD_I990816,1997-08-10,2015,193,92,Loxton North (SA)/West Adelaide (SANFL),2016,nationalDraft,6,2022-10-24
Garrett,McDonagh,4975,Essendon,2022,36,MEDIUM_DEFENDER,CD_I992012,1996-06-19,2021,184,82,West Preston Lakeside (Vic)/Northern U18/N Blues (Vic)/Coburg (Vic)/Rich (VFL),NA,nationalDraft,50,2022-10-24
Zach,Merrett,170,Essendon,2022,7,MIDFIELDER,CD_I992016,1995-10-03,2013,179,85,Cobden (Vic)/Melbourne Grammar (Vic)/Sandringham U18,2014,nationalDraft,26,2022-10-24
Darcy,Parish,852,Essendon,2022,3,MIDFIELDER,CD_I993817,1997-07-25,2015,180,82,Winchelsea (Vic)/Geelong U18,2016,nationalDraft,5,2022-10-24
Matt,Guelfi,1737,Essendon,2022,35,MEDIUM_FORWARD,CD_I996232,1997-08-14,2017,184,84,Wembley Downs (WA)/Claremont (WAFL),2018,nationalDraft,76,2022-10-24
Mason,Redman,944,Essendon,2022,27,MEDIUM_DEFENDER,CD_I997078,1997-08-26,2015,187,86,Millicent (SA)/Glenelg (SANFL),2016,nationalDraft,30,2022-10-24
Andrew,McGrath,1331,Essendon,2022,1,MIDFIELDER,CD_I998102,1998-06-02,2016,180,83,East Brighton (Vic)/Brighton Grammar (Vic)/Sandringham U18,2017,nationalDraft,1,2022-10-24
James,Bell,1733,Sydney Swans,2022,32,MEDIUM_FORWARD,CD_I1002291,1999-02-10,2017,183,87,University of NSW-Eastern Suburbs (NSW),2019,other,NA,2022-10-24
Hayden,McLean,1956,Sydney Swans,2022,2,KEY_FORWARD,CD_I1003203,1999-01-20,2018,197,98,Beaumaris (Vic)/St Bede&apos;s College (Vic)/Sandr U18/Sandr (VFL),2019,preseason,NA,2022-10-24
Will,Gould,3737,Sydney Swans,2022,17,KEY_DEFENDER,CD_I1004113,2001-01-14,2019,191,97,Lucindale (SA)/Glenelg (SANFL),NA,nationalDraft,26,2022-10-24
Dylan,Stephens,3734,Sydney Swans,2022,3,MIDFIELDER,CD_I1004848,2001-01-08,2019,184,78,Red Cliffs (Vic)/Walkerville (SA)/St Peter&apos;s Coll (SA)/Norwood (SANFL),2020,nationalDraft,5,2022-10-24
Ben,Ronke,1350,Sydney Swans,2022,25,MEDIUM_FORWARD,CD_I1004880,1997-12-18,2016,183,80,St Bernard&apos;s (Vic)/Calder U18,2018,rookieElevation,17,2022-10-24
Nick,Blakey,1948,Sydney Swans,2022,22,MEDIUM_DEFENDER,CD_I1006028,2000-02-27,2018,195,84,University of NSW-Eastern Suburbs (NSW),2019,nationalDraft,10,2022-10-24
James,Rowbottom,1908,Sydney Swans,2022,8,MIDFIELDER,CD_I1006126,2000-09-19,2018,186,82,Camberwell (Vic)/St Kevin&apos;s College (Vic)/Oakleigh U18,2019,nationalDraft,25,2022-10-24
Sam,Wicks,1903,Sydney Swans,2022,15,MEDIUM_FORWARD,CD_I1006232,1999-09-14,2018,180,81,Manly-Warringah (NSW)/Sydney (NEAFL),2020,other,NA,2022-10-24
Joel,Amartey,1598,Sydney Swans,2022,36,KEY_FORWARD,CD_I1008091,1999-09-02,2017,197,100,Beaumaris (Vic)/Mentone Gram (Vic)/Sandringham U18,2020,rookieElevation,28,2022-10-24
Tom,McCartin,1786,Sydney Swans,2022,30,KEY_DEFENDER,CD_I1008198,1999-12-30,2017,193,97,"St Joseph&apos;s, Geel (Vic)/St Joseph&apos;s Coll, Geel (Vic)/Geel Gram (Vic)/Geel U18",2018,nationalDraft,33,2022-10-24
Justin,McInerney,1864,Sydney Swans,2022,27,MIDFIELDER,CD_I1011936,2000-08-18,2018,188,84,Banyule (Vic)/Marcellin College (Vic)/Northern U18,2019,nationalDraft,44,2022-10-24
Chad,Warner,3735,Sydney Swans,2022,1,MIDFIELDER,CD_I1012014,2001-05-19,2019,181,82,Willetton (WA)/Aquinas College (WA)/East Fremantle (WAFL),2020,nationalDraft,39,2022-10-24
Matt,Roberts,5696,Sydney Swans,2022,34,MIDFIELDER,CD_I1012210,2003-07-31,2021,184,84,Langhorne Creek (SA)/St Peter&apos;s Coll (SA)/South Adelaide (SANFL),2022,nationalDraft,34,2022-10-24
Errol,Gulden,3336,Sydney Swans,2022,21,MIDFIELDER_FORWARD,CD_I1013128,2002-07-18,2020,176,78,UNSW-Eastern Suburbs (NSW),2021,nationalDraft,32,2022-10-24
Braeden,Campbell,2941,Sydney Swans,2022,16,MEDIUM_DEFENDER,CD_I1013133,2002-02-04,2020,181,79,Pennant Hills (NSW),2021,nationalDraft,5,2022-10-24
Marc,Sheather,3396,Sydney Swans,2022,33,MEDIUM_FORWARD,CD_I1013138,2002-06-11,2020,185,87,Pennant Hills (NSW),NA,other,NA,2022-10-24
Logan,McDonald,4074,Sydney Swans,2022,6,KEY_FORWARD,CD_I1013230,2002-04-04,2020,196,92,Applecross (WA)/Aquinas College (WA)/Perth (WAFL),2021,nationalDraft,4,2022-10-24
Lachlan,Rankin,5219,Sydney Swans,2022,41,MEDIUM_DEFENDER,CD_I1017115,2003-02-05,2021,184,73,Beverley Hills (Vic)/Caulfield Grammar (Vic)/Oakleigh U18,NA,nationalDraft,58,2022-10-24
Corey,Warner,5697,Sydney Swans,2022,37,MIDFIELDER,CD_I1018424,2003-10-07,2021,182,71,Willetton JFC (WA)/East Fremantle (WAFL),NA,nationalDraft,40,2022-10-24
Barry,O'Connor,3748,Sydney Swans,2022,35,KEY_DEFENDER,CD_I1019158,1998-06-26,2019,193,93,County Wexford (Ireland),NA,other,NA,2022-10-24
Angus,Sheldrick,5698,Sydney Swans,2022,29,MEDIUM_FORWARD,CD_I1020339,2003-11-07,2021,179,88,Mosman Park (WA)/Christ Church Grammar (WA)/Claremont (WAFL),2022,nationalDraft,18,2022-10-24
Lachlan,McAndrew,4951,Sydney Swans,2022,46,RUCK,CD_I1021200,2000-05-26,2021,209,101,St Augustine&apos;s Coll (NSW)/Manly Waringah (NSW)/Syd Swans (VFL),NA,other,12,2022-10-24
Hugo,Hall-Kahan,5286,Sydney Swans,2022,45,MEDIUM_FORWARD,CD_I1023273,2003-09-22,2022,188,78,East Sandringham (Vic)/Hailebury College (Vic)/Old Haileybury (Vic)/Sandringham U18,NA,other,11,2022-10-24
Lance,Franklin,625,Sydney Swans,2022,23,KEY_FORWARD,CD_I240399,1987-01-30,2004,199,106,Dowerin (WA)/Perth (WAFL)/Hawthorn,2005,nationalDraft,5,2022-10-24
Josh P.,Kennedy,629,Sydney Swans,2022,12,MIDFIELDER,CD_I260382,1988-06-20,2006,188,95,East Sandr (Vic)/Xavier Coll (Vic)/Sandr U18/Hawthorn,2008,fatherSon,40,2022-10-24
